====================================================================================================
FG-CLIP Training - Detailed Batch Loss Log
====================================================================================================
Started at: 2025-10-18 10:51:49
Batch Size: 4
Gradient Accumulation Steps: 8
Effective Batch Size: 32
====================================================================================================

Epoch  Global_Step  Batch    Loss         Loss_Global  Loss_Region  Loss_Hard    LR           Time      
0      9            76       3.312500     1.921875     1.390625     0.000000     1.88e-06     1.25      
0      9            77       4.937500     3.546875     1.390625     0.000000     1.88e-06     1.25      
0      9            78       3.093750     1.703125     1.382812     0.000000     1.88e-06     1.24      
0      9            79       2.718750     1.382812     1.343750     0.000000     1.88e-06     1.24      
0      9            80       3.156250     1.781250     1.375000     0.000000     1.88e-06     1.28      
0      10           81       3.750000     2.156250     1.601562     0.000000     2.08e-06     1.24      
0      10           82       2.781250     1.390625     1.390625     0.000000     2.08e-06     1.27      
0      10           83       4.093750     2.687500     1.406250     0.000000     2.08e-06     1.28      
0      10           84       4.093750     2.687500     1.406250     0.000000     2.08e-06     1.28      
0      10           85       3.312500     1.921875     1.390625     0.000000     2.08e-06     1.30      
0      10           86       3.406250     2.015625     1.390625     0.000000     2.08e-06     1.24      
0      10           87       3.078125     1.703125     1.375000     0.000000     2.08e-06     1.26      
0      10           88       4.062500     2.218750     1.843750     0.000000     2.08e-06     1.48      
0      11           89       3.906250     2.125000     1.789062     0.000000     2.29e-06     1.25      
0      11           90       3.078125     1.710938     1.367188     0.000000     2.29e-06     1.24      
0      11           91       2.921875     1.515625     1.406250     0.000000     2.29e-06     1.28      
0      11           92       3.328125     1.937500     1.390625     0.000000     2.29e-06     1.26      
0      11           93       3.812500     2.406250     1.414062     0.000000     2.29e-06     1.25      
0      11           94       3.062500     1.695312     1.375000     0.000000     2.29e-06     1.26      
0      11           95       3.484375     2.093750     1.390625     0.000000     2.29e-06     1.26      
0      11           96       2.843750     1.453125     1.390625     0.000000     2.29e-06     1.28      
0      12           97       2.812500     1.421875     1.382812     0.000000     2.50e-06     1.26      
0      12           98       3.406250     2.015625     1.390625     0.000000     2.50e-06     1.29      
0      12           99       3.203125     1.812500     1.390625     0.000000     2.50e-06     1.27      
0      12           100      3.140625     1.765625     1.375000     0.000000     2.50e-06     1.27      
0      12           101      3.125000     1.750000     1.375000     0.000000     2.50e-06     1.25      
0      12           102      3.578125     2.187500     1.390625     0.000000     2.50e-06     1.24      
0      12           103      3.218750     1.820312     1.406250     0.000000     2.50e-06     1.24      
0      12           104      3.906250     2.500000     1.398438     0.000000     2.50e-06     1.27      
0      13           105      3.125000     1.734375     1.390625     0.000000     2.71e-06     1.27      
0      13           106      3.468750     2.078125     1.390625     0.000000     2.71e-06     1.26      
0      13           107      3.343750     1.953125     1.390625     0.000000     2.71e-06     1.28      
0      13           108      3.250000     1.609375     1.648438     0.000000     2.71e-06     1.27      
0      13           109      2.937500     1.531250     1.406250     0.000000     2.71e-06     1.26      
0      13           110      3.250000     1.859375     1.390625     0.000000     2.71e-06     1.26      
0      13           111      3.390625     2.000000     1.390625     0.000000     2.71e-06     1.26      
0      13           112      2.812500     1.414062     1.390625     0.000000     2.71e-06     1.40      
0      14           113      3.375000     1.570312     1.796875     0.000000     2.92e-06     1.24      
0      14           114      3.500000     2.093750     1.406250     0.000000     2.92e-06     1.27      
0      14           115      3.703125     2.312500     1.390625     0.000000     2.92e-06     1.27      
0      14           116      3.750000     2.343750     1.398438     0.000000     2.92e-06     1.26      
0      14           117      3.343750     1.921875     1.414062     0.000000     2.92e-06     1.25      
0      14           118      3.453125     2.078125     1.375000     0.000000     2.92e-06     1.25      
0      14           119      3.515625     2.125000     1.390625     0.000000     2.92e-06     1.26      
0      14           120      3.890625     2.500000     1.390625     0.000000     2.92e-06     1.29      
0      15           121      3.046875     1.656250     1.390625     0.000000     3.13e-06     1.26      
0      15           122      4.062500     2.671875     1.390625     0.000000     3.13e-06     1.27      
0      15           123      3.218750     1.835938     1.390625     0.000000     3.13e-06     1.27      
0      15           124      3.187500     1.796875     1.398438     0.000000     3.13e-06     1.27      
0      15           125      3.046875     1.640625     1.406250     0.000000     3.13e-06     1.27      
0      15           126      4.531250     3.125000     1.398438     0.000000     3.13e-06     1.24      
0      15           127      3.093750     1.710938     1.375000     0.000000     3.13e-06     1.24      
0      15           128      3.390625     2.000000     1.390625     0.000000     3.13e-06     1.27      
0      16           129      3.343750     1.953125     1.390625     0.000000     3.33e-06     1.26      
0      16           130      3.500000     1.703125     1.789062     0.000000     3.33e-06     1.26      
0      16           131      3.468750     2.078125     1.382812     0.000000     3.33e-06     1.27      
0      16           132      3.812500     2.421875     1.390625     0.000000     3.33e-06     1.28      
0      16           133      3.812500     2.468750     1.351562     0.000000     3.33e-06     1.27      
0      16           134      3.921875     2.515625     1.406250     0.000000     3.33e-06     1.46      
0      16           135      3.703125     2.312500     1.390625     0.000000     3.33e-06     1.26      
0      16           136      3.281250     1.890625     1.390625     0.000000     3.33e-06     1.29      
0      17           137      3.718750     2.328125     1.382812     0.000000     3.54e-06     1.26      
0      17           138      2.937500     1.546875     1.390625     0.000000     3.54e-06     1.26      
0      17           139      3.093750     1.687500     1.406250     0.000000     3.54e-06     1.28      
0      17           140      3.093750     1.734375     1.359375     0.000000     3.54e-06     1.26      
0      17           141      3.156250     1.773438     1.375000     0.000000     3.54e-06     1.24      
0      17           142      3.718750     2.296875     1.421875     0.000000     3.54e-06     1.24      
0      17           143      3.187500     1.812500     1.382812     0.000000     3.54e-06     1.24      
0      17           144      3.828125     2.437500     1.390625     0.000000     3.54e-06     1.27      
0      18           145      3.187500     1.789062     1.390625     0.000000     3.75e-06     1.25      
0      18           146      4.812500     3.390625     1.406250     0.000000     3.75e-06     1.25      
0      18           147      4.062500     2.687500     1.375000     0.000000     3.75e-06     1.28      
0      18           148      3.062500     1.671875     1.398438     0.000000     3.75e-06     1.25      
0      18           149      3.843750     2.250000     1.593750     0.000000     3.75e-06     1.28      
0      18           150      3.265625     1.875000     1.390625     0.000000     3.75e-06     1.26      
0      18           151      4.625000     3.218750     1.390625     0.000000     3.75e-06     1.26      
0      18           152      3.187500     1.796875     1.390625     0.000000     3.75e-06     1.29      
0      19           153      3.843750     2.453125     1.390625     0.000000     3.96e-06     1.27      
0      19           154      4.656250     3.265625     1.398438     0.000000     3.96e-06     1.25      
0      19           155      3.562500     2.187500     1.382812     0.000000     3.96e-06     1.27      
0      19           156      3.218750     1.859375     1.359375     0.000000     3.96e-06     1.26      
0      19           157      3.484375     2.125000     1.359375     0.000000     3.96e-06     1.51      
0      19           158      3.312500     1.921875     1.390625     0.000000     3.96e-06     1.26      
0      19           159      3.109375     1.718750     1.390625     0.000000     3.96e-06     1.26      
0      19           160      2.984375     1.578125     1.406250     0.000000     3.96e-06     1.28      
0      20           161      3.000000     1.609375     1.390625     0.000000     4.17e-06     1.28      
0      20           162      3.687500     2.281250     1.406250     0.000000     4.17e-06     1.26      
0      20           163      3.125000     1.726562     1.390625     0.000000     4.17e-06     1.28      
0      20           164      5.187500     3.781250     1.421875     0.000000     4.17e-06     1.25      
0      20           165      3.531250     2.140625     1.390625     0.000000     4.17e-06     1.25      
0      20           166      3.390625     2.015625     1.375000     0.000000     4.17e-06     1.26      
0      20           167      3.375000     1.984375     1.398438     0.000000     4.17e-06     1.24      
0      20           168      3.312500     1.546875     1.765625     0.000000     4.17e-06     1.28      
0      21           169      3.750000     2.375000     1.375000     0.000000     4.38e-06     1.25      
0      21           170      4.187500     2.234375     1.937500     0.000000     4.38e-06     1.25      
0      21           171      2.765625     1.390625     1.375000     0.000000     4.38e-06     1.28      
0      21           172      3.390625     2.000000     1.390625     0.000000     4.38e-06     1.27      
0      21           173      3.140625     1.750000     1.390625     0.000000     4.38e-06     1.26      
0      21           174      4.531250     3.156250     1.382812     0.000000     4.38e-06     1.26      
0      21           175      3.890625     2.500000     1.390625     0.000000     4.38e-06     1.26      
0      21           176      4.875000     3.468750     1.398438     0.000000     4.38e-06     1.29      
0      22           177      5.187500     3.593750     1.609375     0.000000     4.58e-06     1.26      
0      22           178      3.062500     1.671875     1.390625     0.000000     4.58e-06     1.28      
0      22           179      3.250000     1.859375     1.390625     0.000000     4.58e-06     1.26      
0      22           180      4.187500     2.796875     1.406250     0.000000     4.58e-06     1.50      
0      22           181      3.703125     2.312500     1.390625     0.000000     4.58e-06     1.27      
0      22           182      3.343750     1.953125     1.382812     0.000000     4.58e-06     1.26      
0      22           183      3.953125     1.984375     1.968750     0.000000     4.58e-06     1.26      
0      22           184      3.093750     1.703125     1.382812     0.000000     4.58e-06     1.29      
0      23           185      4.687500     3.296875     1.406250     0.000000     4.79e-06     1.27      
0      23           186      3.937500     2.546875     1.390625     0.000000     4.79e-06     1.26      
0      23           187      3.578125     2.187500     1.390625     0.000000     4.79e-06     1.26      
0      23           188      4.000000     2.625000     1.382812     0.000000     4.79e-06     1.26      
0      23           189      4.156250     2.750000     1.406250     0.000000     4.79e-06     1.27      
0      23           190      4.156250     2.750000     1.406250     0.000000     4.79e-06     1.25      
0      23           191      3.125000     1.718750     1.406250     0.000000     4.79e-06     1.26      
0      23           192      3.750000     2.015625     1.734375     0.000000     4.79e-06     1.28      
0      24           193      3.203125     1.812500     1.390625     0.000000     5.00e-06     1.28      
0      24           194      3.578125     2.187500     1.390625     0.000000     5.00e-06     1.27      
0      24           195      4.062500     2.687500     1.382812     0.000000     5.00e-06     1.26      
0      24           196      3.250000     1.648438     1.593750     0.000000     5.00e-06     1.26      
0      24           197      3.062500     1.687500     1.382812     0.000000     5.00e-06     1.26      
0      24           198      4.687500     3.312500     1.390625     0.000000     5.00e-06     1.26      
0      24           199      3.890625     2.500000     1.390625     0.000000     5.00e-06     1.27      
0      24           200      3.125000     1.734375     1.390625     0.000000     5.00e-06     1.29      
0      25           201      3.109375     1.718750     1.390625     0.000000     4.98e-06     1.29      
0      25           202      2.968750     1.578125     1.382812     0.000000     4.98e-06     1.26      
0      25           203      4.281250     2.343750     1.937500     0.000000     4.98e-06     1.48      
0      25           204      3.484375     2.093750     1.390625     0.000000     4.98e-06     1.27      
0      25           205      4.187500     2.609375     1.593750     0.000000     4.98e-06     1.24      
0      25           206      3.593750     2.203125     1.398438     0.000000     4.98e-06     1.24      
0      25           207      3.828125     2.421875     1.406250     0.000000     4.98e-06     1.26      
0      25           208      3.703125     2.312500     1.390625     0.000000     4.98e-06     1.28      
0      26           209      3.015625     1.625000     1.390625     0.000000     4.95e-06     1.27      
0      26           210      3.421875     2.031250     1.390625     0.000000     4.95e-06     1.25      
0      26           211      3.015625     1.625000     1.390625     0.000000     4.95e-06     1.27      
0      26           212      3.125000     1.742188     1.390625     0.000000     4.95e-06     1.27      
0      26           213      3.625000     2.234375     1.382812     0.000000     4.95e-06     1.26      
0      26           214      3.578125     2.187500     1.390625     0.000000     4.95e-06     1.26      
0      26           215      3.046875     1.656250     1.390625     0.000000     4.95e-06     1.26      
0      26           216      4.375000     3.000000     1.390625     0.000000     4.95e-06     1.29      
0      27           217      3.812500     2.437500     1.375000     0.000000     4.93e-06     1.26      
0      27           218      3.156250     1.750000     1.398438     0.000000     4.93e-06     1.23      
0      27           219      5.500000     4.093750     1.390625     0.000000     4.93e-06     1.28      
0      27           220      4.250000     2.859375     1.390625     0.000000     4.93e-06     1.27      
0      27           221      4.156250     2.765625     1.390625     0.000000     4.93e-06     1.26      
0      27           222      4.093750     2.703125     1.390625     0.000000     4.93e-06     1.24      
0      27           223      3.671875     2.062500     1.609375     0.000000     4.93e-06     1.24      
0      27           224      4.281250     2.343750     1.937500     0.000000     4.93e-06     1.27      
0      28           225      3.859375     2.062500     1.796875     0.000000     4.91e-06     1.25      
0      28           226      3.015625     1.625000     1.390625     0.000000     4.91e-06     1.49      
0      28           227      3.125000     1.742188     1.390625     0.000000     4.91e-06     1.25      
0      28           228      3.312500     1.937500     1.375000     0.000000     4.91e-06     1.25      
0      28           229      3.687500     2.312500     1.375000     0.000000     4.91e-06     1.25      
0      28           230      4.125000     2.703125     1.406250     0.000000     4.91e-06     1.24      
0      28           231      4.500000     3.093750     1.390625     0.000000     4.91e-06     1.27      
0      28           232      3.859375     2.250000     1.609375     0.000000     4.91e-06     1.28      
0      29           233      3.312500     1.914062     1.390625     0.000000     4.88e-06     1.25      
0      29           234      3.375000     1.992188     1.390625     0.000000     4.88e-06     1.29      
0      29           235      4.625000     3.250000     1.390625     0.000000     4.88e-06     1.27      
0      29           236      3.281250     1.890625     1.390625     0.000000     4.88e-06     1.25      
0      29           237      4.187500     2.812500     1.390625     0.000000     4.88e-06     1.27      
0      29           238      3.750000     2.125000     1.625000     0.000000     4.88e-06     1.26      
0      29           239      3.078125     1.687500     1.390625     0.000000     4.88e-06     1.26      
0      29           240      3.687500     2.312500     1.367188     0.000000     4.88e-06     1.28      
0      30           241      3.781250     2.390625     1.390625     0.000000     4.86e-06     1.27      
0      30           242      3.750000     2.375000     1.382812     0.000000     4.86e-06     1.27      
0      30           243      3.046875     1.656250     1.390625     0.000000     4.86e-06     1.28      
0      30           244      3.015625     1.625000     1.390625     0.000000     4.86e-06     1.26      
0      30           245      3.015625     1.625000     1.390625     0.000000     4.86e-06     1.25      
0      30           246      2.921875     1.312500     1.609375     0.000000     4.86e-06     1.25      
0      30           247      3.968750     2.578125     1.390625     0.000000     4.86e-06     1.26      
0      30           248      3.953125     2.562500     1.390625     0.000000     4.86e-06     1.29      
0      31           249      3.562500     2.156250     1.406250     0.000000     4.84e-06     1.49      
0      31           250      3.609375     2.218750     1.390625     0.000000     4.84e-06     1.26      
0      31           251      3.093750     1.718750     1.382812     0.000000     4.84e-06     1.27      
0      31           252      3.234375     1.851562     1.382812     0.000000     4.84e-06     1.25      
0      31           253      4.312500     2.906250     1.390625     0.000000     4.84e-06     1.28      
0      31           254      4.687500     3.328125     1.375000     0.000000     4.84e-06     1.26      
0      31           255      3.187500     1.812500     1.382812     0.000000     4.84e-06     1.25      
0      31           256      3.875000     2.281250     1.601562     0.000000     4.84e-06     1.28      
0      32           257      3.781250     2.406250     1.382812     0.000000     4.81e-06     1.28      
0      32           258      3.484375     2.093750     1.390625     0.000000     4.81e-06     1.27      
0      32           259      3.421875     2.015625     1.406250     0.000000     4.81e-06     1.27      
0      32           260      3.140625     1.750000     1.390625     0.000000     4.81e-06     1.27      
0      32           261      2.859375     1.468750     1.390625     0.000000     4.81e-06     1.28      
0      32           262      4.062500     2.640625     1.406250     0.000000     4.81e-06     1.26      
0      32           263      3.093750     1.726562     1.359375     0.000000     4.81e-06     1.24      
0      32           264      4.781250     3.156250     1.625000     0.000000     4.81e-06     1.27      
0      33           265      2.875000     1.484375     1.390625     0.000000     4.79e-06     1.26      
0      33           266      3.125000     1.734375     1.390625     0.000000     4.79e-06     1.29      
0      33           267      3.562500     1.953125     1.617188     0.000000     4.79e-06     1.25      
0      33           268      3.234375     1.859375     1.375000     0.000000     4.79e-06     1.26      
0      33           269      2.921875     1.531250     1.390625     0.000000     4.79e-06     1.25      
0      33           270      2.937500     1.562500     1.382812     0.000000     4.79e-06     1.24      
0      33           271      4.125000     2.718750     1.406250     0.000000     4.79e-06     1.25      
0      33           272      3.250000     1.859375     1.390625     0.000000     4.79e-06     1.47      
0      34           273      3.062500     1.671875     1.390625     0.000000     4.77e-06     1.27      
0      34           274      3.109375     1.718750     1.390625     0.000000     4.77e-06     1.26      
0      34           275      3.187500     1.812500     1.382812     0.000000     4.77e-06     1.25      
0      34           276      2.906250     1.515625     1.390625     0.000000     4.77e-06     1.29      
0      34           277      3.156250     1.796875     1.359375     0.000000     4.77e-06     1.27      
0      34           278      3.750000     2.359375     1.390625     0.000000     4.77e-06     1.26      
0      34           279      2.906250     1.515625     1.390625     0.000000     4.77e-06     1.25      
0      34           280      3.437500     2.046875     1.390625     0.000000     4.77e-06     1.28      
0      35           281      3.171875     1.781250     1.390625     0.000000     4.75e-06     1.28      
0      35           282      3.265625     1.484375     1.781250     0.000000     4.75e-06     1.26      
0      35           283      3.000000     1.609375     1.390625     0.000000     4.75e-06     1.27      
0      35           284      2.828125     1.437500     1.390625     0.000000     4.75e-06     1.26      
0      35           285      3.234375     1.843750     1.390625     0.000000     4.75e-06     1.26      
0      35           286      3.125000     1.734375     1.390625     0.000000     4.75e-06     1.24      
0      35           287      3.062500     1.671875     1.390625     0.000000     4.75e-06     1.24      
0      35           288      3.765625     2.375000     1.390625     0.000000     4.75e-06     1.29      
0      36           289      3.093750     1.726562     1.359375     0.000000     4.72e-06     1.25      
0      36           290      3.000000     1.640625     1.359375     0.000000     4.72e-06     1.27      
0      36           291      3.578125     2.187500     1.390625     0.000000     4.72e-06     1.26      
0      36           292      2.906250     1.515625     1.390625     0.000000     4.72e-06     1.28      
0      36           293      3.437500     2.046875     1.390625     0.000000     4.72e-06     1.25      
0      36           294      3.140625     1.781250     1.359375     0.000000     4.72e-06     1.26      
0      36           295      3.312500     1.937500     1.375000     0.000000     4.72e-06     1.46      
0      36           296      3.312500     1.921875     1.390625     0.000000     4.72e-06     1.29      
0      37           297      2.921875     1.531250     1.390625     0.000000     4.70e-06     1.29      
0      37           298      2.937500     1.531250     1.398438     0.000000     4.70e-06     1.27      
0      37           299      3.015625     1.640625     1.375000     0.000000     4.70e-06     1.28      
0      37           300      4.375000     2.968750     1.390625     0.000000     4.70e-06     1.27      
0      37           301      3.093750     1.710938     1.390625     0.000000     4.70e-06     1.26      
0      37           302      2.953125     1.570312     1.382812     0.000000     4.70e-06     1.26      
0      37           303      3.296875     1.906250     1.390625     0.000000     4.70e-06     1.26      
0      37           304      3.015625     1.625000     1.390625     0.000000     4.70e-06     1.29      
0      38           305      3.093750     1.695312     1.390625     0.000000     4.68e-06     1.26      
0      38           306      2.937500     1.562500     1.375000     0.000000     4.68e-06     1.27      
0      38           307      2.953125     1.562500     1.390625     0.000000     4.68e-06     1.29      
0      38           308      3.125000     1.734375     1.382812     0.000000     4.68e-06     1.27      
0      38           309      2.937500     1.546875     1.390625     0.000000     4.68e-06     1.26      
0      38           310      2.812500     1.476562     1.343750     0.000000     4.68e-06     1.26      
0      38           311      3.046875     1.656250     1.390625     0.000000     4.68e-06     1.27      
0      38           312      2.843750     1.476562     1.359375     0.000000     4.68e-06     1.28      
0      39           313      2.906250     1.507812     1.390625     0.000000     4.65e-06     1.26      
0      39           314      2.843750     1.453125     1.390625     0.000000     4.65e-06     1.28      
0      39           315      3.109375     1.718750     1.390625     0.000000     4.65e-06     1.29      
0      39           316      2.968750     1.578125     1.390625     0.000000     4.65e-06     1.26      
0      39           317      2.828125     1.437500     1.390625     0.000000     4.65e-06     1.29      
0      39           318      3.156250     1.359375     1.789062     0.000000     4.65e-06     1.44      
0      39           319      3.000000     1.609375     1.398438     0.000000     4.65e-06     1.25      
0      39           320      2.875000     1.484375     1.390625     0.000000     4.65e-06     1.29      
0      40           321      2.875000     1.500000     1.382812     0.000000     4.63e-06     1.27      
0      40           322      2.843750     1.460938     1.390625     0.000000     4.63e-06     1.28      
0      40           323      2.921875     1.562500     1.359375     0.000000     4.63e-06     1.25      
0      40           324      3.031250     1.648438     1.390625     0.000000     4.63e-06     1.28      
0      40           325      3.000000     1.437500     1.570312     0.000000     4.63e-06     1.25      
0      40           326      2.812500     1.421875     1.390625     0.000000     4.63e-06     1.25      
0      40           327      3.015625     1.625000     1.390625     0.000000     4.63e-06     1.24      
0      40           328      3.140625     1.750000     1.390625     0.000000     4.63e-06     1.26      
0      41           329      3.343750     1.421875     1.929688     0.000000     4.61e-06     1.27      
0      41           330      2.984375     1.593750     1.390625     0.000000     4.61e-06     1.27      
0      41           331      3.000000     1.640625     1.351562     0.000000     4.61e-06     1.27      
0      41           332      2.937500     1.546875     1.390625     0.000000     4.61e-06     1.25      
0      41           333      2.828125     1.437500     1.390625     0.000000     4.61e-06     1.26      
0      41           334      2.812500     1.421875     1.390625     0.000000     4.61e-06     1.26      
0      41           335      2.796875     1.406250     1.390625     0.000000     4.61e-06     1.26      
0      41           336      3.406250     1.640625     1.773438     0.000000     4.61e-06     1.28      
0      42           337      2.984375     1.593750     1.390625     0.000000     4.58e-06     1.25      
0      42           338      2.812500     1.437500     1.382812     0.000000     4.58e-06     1.26      
0      42           339      2.906250     1.546875     1.359375     0.000000     4.58e-06     1.26      
0      42           340      2.843750     1.453125     1.390625     0.000000     4.58e-06     1.26      
0      42           341      2.843750     1.453125     1.390625     0.000000     4.58e-06     1.48      
0      42           342      2.968750     1.578125     1.382812     0.000000     4.58e-06     1.24      
0      42           343      2.828125     1.437500     1.390625     0.000000     4.58e-06     1.24      
0      42           344      2.906250     1.500000     1.398438     0.000000     4.58e-06     1.28      
0      43           345      2.875000     1.492188     1.390625     0.000000     4.56e-06     1.28      
0      43           346      3.015625     1.625000     1.390625     0.000000     4.56e-06     1.28      
0      43           347      3.062500     1.664062     1.390625     0.000000     4.56e-06     1.27      
0      43           348      2.750000     1.390625     1.367188     0.000000     4.56e-06     1.26      
0      43           349      3.328125     1.937500     1.390625     0.000000     4.56e-06     1.26      
0      43           350      3.046875     1.656250     1.390625     0.000000     4.56e-06     1.26      
0      43           351      2.890625     1.515625     1.375000     0.000000     4.56e-06     1.25      
0      43           352      2.843750     1.476562     1.367188     0.000000     4.56e-06     1.28      
0      44           353      2.968750     1.593750     1.382812     0.000000     4.54e-06     1.26      
0      44           354      3.125000     1.546875     1.578125     0.000000     4.54e-06     1.27      
0      44           355      3.109375     1.703125     1.406250     0.000000     4.54e-06     1.27      
0      44           356      2.828125     1.437500     1.390625     0.000000     4.54e-06     1.25      
0      44           357      3.093750     1.750000     1.351562     0.000000     4.54e-06     1.26      
0      44           358      2.906250     1.531250     1.382812     0.000000     4.54e-06     1.26      
0      44           359      3.000000     1.593750     1.398438     0.000000     4.54e-06     1.26      
0      44           360      2.843750     1.453125     1.390625     0.000000     4.54e-06     1.29      
