====================================================================================================
FG-CLIP Training - Detailed Batch Loss Log
====================================================================================================
Started at: 2025-10-20 16:26:13
Batch Size: 2
Gradient Accumulation Steps: 16
Effective Batch Size: 32
====================================================================================================

Epoch  Global_Step  Batch    Loss         Loss_Global  Loss_Region  Loss_Hard    LR           Time      
----------------------------------------------------------------------------------------------------
0      0            1        1.249817     0.708984     1.081665     0.000000     0.00e+00     1.69      
0      0            2        2.014999     1.570175     0.889648     0.000000     0.00e+00     0.80      
0      0            3        0.896729     0.896729     0.000000     0.000000     0.00e+00     0.90      
0      0            4        1.352539     0.979980     0.745117     0.000000     0.00e+00     0.79      
0      0            5        1.549011     1.083008     0.932007     0.000000     0.00e+00     0.77      
0      0            6        1.771904     0.614258     2.315292     0.000000     0.00e+00     0.80      
0      0            7        1.120605     0.773926     0.693359     0.000000     0.00e+00     0.78      
0      0            8        0.916016     0.560059     0.711914     0.000000     0.00e+00     0.78      
0      0            9        1.668015     1.668015     0.000000     0.000000     0.00e+00     0.79      
0      0            10       1.167114     0.680664     0.972900     0.000000     0.00e+00     0.79      
0      0            11       1.536133     1.536133     0.000000     0.000000     0.00e+00     0.79      
0      0            12       1.170471     0.645020     1.050903     0.000000     0.00e+00     0.79      
0      0            13       1.270752     0.820312     0.900879     0.000000     0.00e+00     0.79      
0      0            14       0.980469     0.980469     0.000000     0.000000     0.00e+00     0.79      
0      0            15       1.056030     0.713257     0.685547     0.000000     0.00e+00     0.79      
0      0            16       2.434082     1.683105     1.501953     0.000000     0.00e+00     0.79      
0      1            17       2.850952     1.707642     2.286621     0.000000     2.08e-07     0.76      
0      1            18       1.432983     0.862549     1.140869     0.000000     2.08e-07     0.80      
0      1            19       1.271667     0.770020     1.003296     0.000000     2.08e-07     0.79      
0      1            20       1.363525     1.004883     0.717285     0.000000     2.08e-07     0.80      
0      1            21       1.179565     0.736572     0.885986     0.000000     2.08e-07     0.95      
0      1            22       1.061279     0.726562     0.669434     0.000000     2.08e-07     0.79      
0      1            23       1.046417     0.481934     1.128967     0.000000     2.08e-07     0.79      
0      1            24       1.663208     1.234009     0.858398     0.000000     2.08e-07     0.79      
0      1            25       1.192383     0.838867     0.707031     0.000000     2.08e-07     0.79      
0      1            26       1.391602     1.033203     0.716797     0.000000     2.08e-07     0.79      
0      1            27       1.039007     0.404907     1.268200     0.000000     2.08e-07     0.79      
0      1            28       2.568459     2.194191     0.748535     0.000000     2.08e-07     0.79      
0      1            29       0.475708     0.475708     0.000000     0.000000     2.08e-07     0.79      
0      1            30       1.226929     0.878296     0.697266     0.000000     2.08e-07     0.79      
0      1            31       1.232178     0.787109     0.890137     0.000000     2.08e-07     0.79      
0      1            32       1.760040     1.361725     0.796631     0.000000     2.08e-07     0.79      
0      2            33       1.480438     1.007843     0.945190     0.000000     4.17e-07     0.75      
0      2            34       1.127686     0.750488     0.754395     0.000000     4.17e-07     0.79      
0      2            35       1.145996     1.145996     0.000000     0.000000     4.17e-07     0.78      
0      2            36       2.548073     1.053833     2.988481     0.000000     4.17e-07     0.78      
0      2            37       1.624573     0.387939     2.473267     0.000000     4.17e-07     0.78      
0      2            38       1.101562     0.649414     0.904297     0.000000     4.17e-07     0.79      
0      2            39       1.370789     1.032410     0.676758     0.000000     4.17e-07     0.79      
0      2            40       1.212158     0.813232     0.797852     0.000000     4.17e-07     0.79      
0      2            41       2.070984     1.376465     1.389038     0.000000     4.17e-07     0.79      
0      2            42       1.162842     0.792969     0.739746     0.000000     4.17e-07     0.77      
0      2            43       1.525599     0.716217     1.618765     0.000000     4.17e-07     0.79      
0      2            44       2.061455     1.657524     0.807861     0.000000     4.17e-07     0.89      
0      2            45       2.050407     1.673210     0.754395     0.000000     4.17e-07     0.79      
0      2            46       1.280426     0.701172     1.158508     0.000000     4.17e-07     0.79      
0      2            47       2.590576     0.797241     3.586670     0.000000     4.17e-07     0.79      
0      2            48       1.311768     0.949463     0.724609     0.000000     4.17e-07     0.79      
0      3            49       1.799591     1.199402     1.200378     0.000000     6.25e-07     0.76      
0      3            50       0.936768     0.583984     0.705566     0.000000     6.25e-07     0.81      
0      3            51       2.654205     1.076599     3.155212     0.000000     6.25e-07     0.78      
0      3            52       1.036255     0.611328     0.849854     0.000000     6.25e-07     0.78      
0      3            53       1.611847     1.068634     1.086426     0.000000     6.25e-07     0.79      
0      3            54       1.148438     0.814941     0.666992     0.000000     6.25e-07     0.79      
0      3            55       1.543152     1.132507     0.821289     0.000000     6.25e-07     0.79      
0      3            56       1.544037     1.197845     0.692383     0.000000     6.25e-07     0.80      
0      3            57       1.193481     0.723145     0.940674     0.000000     6.25e-07     0.79      
0      3            58       1.780273     0.506836     2.546875     0.000000     6.25e-07     0.79      
0      3            59       1.540227     0.560059     1.960337     0.000000     6.25e-07     0.79      
0      3            60       1.664413     1.073898     1.181030     0.000000     6.25e-07     0.79      
0      3            61       1.074463     0.729492     0.689941     0.000000     6.25e-07     0.79      
0      3            62       1.037109     0.686523     0.701172     0.000000     6.25e-07     0.79      
0      3            63       0.960693     0.592773     0.735840     0.000000     6.25e-07     0.79      
0      3            64       0.790527     0.594177     0.392700     0.000000     6.25e-07     0.79      
0      4            65       1.097412     0.647949     0.898926     0.000000     8.33e-07     0.77      
0      4            66       1.389648     1.021484     0.736328     0.000000     8.33e-07     0.79      
0      4            67       1.833000     0.695801     2.274399     0.000000     8.33e-07     0.78      
0      4            68       1.311340     0.787598     1.047485     0.000000     8.33e-07     1.01      
0      4            69       1.692358     0.835938     1.712841     0.000000     8.33e-07     0.79      
0      4            70       1.270351     0.647949     1.244804     0.000000     8.33e-07     0.79      
0      4            71       2.025024     1.021484     2.007080     0.000000     8.33e-07     0.79      
0      4            72       1.585938     1.223389     0.725098     0.000000     8.33e-07     0.79      
0      4            73       1.877075     1.310181     1.133789     0.000000     8.33e-07     0.78      
0      4            74       1.200623     0.749512     0.902222     0.000000     8.33e-07     0.79      
0      4            75       1.258484     0.734863     1.047241     0.000000     8.33e-07     0.79      
0      4            76       1.347107     0.885742     0.922729     0.000000     8.33e-07     0.79      
0      4            77       1.014404     0.668457     0.691895     0.000000     8.33e-07     0.79      
0      4            78       4.884201     2.537994     4.692413     0.000000     8.33e-07     0.79      
